"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3834","browserTest()","","Tue Jan 14 20:16:07 EET 2025","passed","Tue Jan 14 20:16:11 EET 2025","","DemoTest","DemoTest","browserTest"
